Tempo (s),PWM1,PWM2,Temperatura1 (ÂºC),Temperatura2 (ÂºC)
4899.010121583939,255,0,61.92570869990224,72.18963831867057
4909.010735273361,255,255,61.92570869990224,72.67839687194527
4919.010976791382,255,255,61.43695014662755,72.67839687194527
4929.012144804001,255,255,61.43695014662755,73.16715542521995
4939.013004779816,255,255,61.92570869990224,74.1446725317693
4949.014472961426,255,255,62.41446725317692,73.65591397849462
4959.015228033066,255,255,62.9032258064516,73.65591397849462
4969.00036740303,255,255,63.880742913000965,73.65591397849462
4979.00056052208,255,255,64.85826001955033,74.1446725317693
4989.001543283463,255,255,66.32453567937438,74.1446725317693
4999.002432107925,255,255,67.30205278592376,74.1446725317693
5009.003132104874,255,0,67.79081133919844,74.633431085044
5019.004178762436,255,0,69.25708699902249,75.12218963831867
5029.009141921997,255,0,68.76832844574781,75.61094819159335
5039.000179290772,255,0,69.25708699902249,75.61094819159335
5049.006435871124,255,0,68.27956989247312,76.09970674486803
5059.009619474411,255,0,68.27956989247312,77.0772238514174
5069.008531808853,255,0,67.79081133919844,77.56598240469208
5079.0090618133545,255,0,67.79081133919844,78.54349951124145
5089.010205984116,255,0,67.30205278592376,79.03225806451613
5099.010306358337,255,0,65.83577712609969,78.54349951124145
5109.01153755188,255,0,65.34701857282501,79.03225806451613
5119.01282787323,255,0,65.34701857282501,79.5210166177908
5129.01361656189,255,0,65.34701857282501,80.49853372434018
5139.0143756866455,255,0,64.85826001955033,80.98729227761486
5149.015228509903,255,0,62.9032258064516,80.00977517106548
5159.016536474228,255,0,63.39198435972628,80.49853372434018
5169.0166482925415,255,0,62.9032258064516,81.47605083088953
5179.017547607422,255,0,62.9032258064516,81.47605083088953
5189.002092123032,255,0,62.41446725317692,80.98729227761486
5199.019558906555,255,0,61.92570869990224,81.47605083088953
5209.0203149318695,0,0,61.43695014662755,80.98729227761486
5219.021666049957,0,0,60.94819159335288,80.98729227761486
5229.0220782756805,0,0,60.94819159335288,80.98729227761486
5239.006920814514,0,0,60.4594330400782,79.03225806451613
5249.007886171341,0,0,60.4594330400782,78.05474095796676
5259.024346590042,0,0,60.4594330400782,77.0772238514174
5269.009508609772,0,0,59.481915933528825,74.633431085044
5279.002936124802,0,0,59.481915933528825,74.1446725317693
5289.011805295944,0,0,58.99315738025415,72.18963831867057
5299.012841701508,0,0,58.50439882697947,71.21212121212122
5310.006371974945,255,255,58.50439882697947,70.72336265884654
5320.0078999996185,255,255,58.01564027370478,68.76832844574781
5330.015548706055,255,255,58.01564027370478,67.79081133919844
5340.0134201049805,255,255,58.50439882697947,66.81329423264906
5350.002770900726,255,255,58.99315738025415,66.81329423264906
5360.015936136246,255,255,59.97067448680351,66.81329423264906
5370.005112886429,255,255,60.4594330400782,67.30205278592376
5380.008670330048,255,255,61.43695014662755,66.81329423264906
5390.016899347305,255,255,62.9032258064516,68.27956989247312
5400.003680944443,0,255,64.36950146627565,68.27956989247312
5410.006400346756,0,255,64.36950146627565,68.27956989247312
5420.016956329346,0,255,65.34701857282501,68.76832844574781
5430.004262685776,0,255,65.34701857282501,69.74584555229717
5440.000493049622,0,255,65.34701857282501,70.23460410557185
5450.017548084259,0,255,65.34701857282501,71.21212121212122
5460.0135588645935,0,255,64.85826001955033,72.18963831867057
5470.00887131691,0,255,64.36950146627565,72.67839687194527
5480.01816368103,0,255,63.39198435972628,73.16715542521995
5490.012145042419,0,255,63.39198435972628,74.1446725317693
5500.018046379089,255,255,63.39198435972628,75.12218963831867
5510.00263094902,255,255,62.9032258064516,75.61094819159335
5520.004823923111,255,255,62.41446725317692,75.12218963831867
5530.006468772888,255,255,62.41446725317692,76.09970674486803
5540.019079685211,255,255,63.39198435972628,76.58846529814272
5550.004209756851,255,255,63.880742913000965,76.58846529814272
5560.004801273346,255,255,64.36950146627565,76.09970674486803
5570.002965927124,255,255,65.83577712609969,76.09970674486803
5580.009799957275,255,255,66.81329423264906,76.09970674486803
5590.01051068306,255,255,67.30205278592376,76.58846529814272
5600.019797563553,0,0,68.27956989247312,76.09970674486803
5610.00793504715,0,0,69.25708699902249,77.0772238514174
5620.014923334122,0,0,69.74584555229717,76.09970674486803
5630.003507614136,0,0,69.74584555229717,75.61094819159335
5640.002676725388,0,0,69.25708699902249,75.12218963831867
5650.008214235306,0,0,69.25708699902249,73.65591397849462
5660.021236181259,0,0,68.27956989247312,73.16715542521995
5670.001715660095,0,0,68.27956989247312,72.67839687194527
5680.009417295456,0,0,67.30205278592376,71.21212121212122
5690.021495342255,0,0,65.83577712609969,69.74584555229717
5700.011515617371,0,255,64.85826001955033,68.76832844574781
5710.00475025177,0,255,63.880742913000965,67.79081133919844
5720.021602153778,0,255,63.39198435972628,66.81329423264906
5730.013399362564,0,255,62.9032258064516,67.30205278592376
5740.019178390503,0,255,62.41446725317692,67.30205278592376
5750.006158828735,0,255,60.94819159335288,67.30205278592376
5760.010254859924,0,255,60.4594330400782,68.27956989247312
5770.003259420395,0,255,59.97067448680351,69.25708699902249
5780.022522926331,0,255,59.97067448680351,69.74584555229717
5790.005693912506,0,255,59.481915933528825,70.23460410557185
5800.00125002861,0,255,58.50439882697947,70.72336265884654
5810.003754377365,0,255,58.01564027370478,70.72336265884654
5820.000942230225,0,255,58.01564027370478,72.18963831867057
5830.012193918228,0,255,57.5268817204301,72.18963831867057
5840.023565530777,0,255,57.03812316715542,72.67839687194527
5850.00555229187,0,255,56.54936461388074,72.67839687194527
